Creation_Date,Name,entry_force,directive,Product_name,Product_code,MRL,ApplicationDate,Footnotes_MRL,ApplicationDate2,NewMRL,Footnotes_sub
06/10/2016 08:48,Paclobutrazol,,,,,,,,,,
06/10/2016 08:48,,01/09/2008,,,,,,,,,
06/10/2016 08:48,,,Reg. (EC) No 149/2008,,,,,,,,
06/10/2016 08:48,,,,"FRUITS, FRESH or FROZEN; TREE NUTS",100000,,01/09/2008,,,,
06/10/2016 08:48,,,,Citrus fruits,110000,0.5,01/09/2008,,,,
06/10/2016 08:48,,,,"Grapefruits (Natsudaidais, Shaddocks/pomelos, Sweeties/oroblancos, Tangelolos, Tangelos (except minneolas)/Ugli?, Other hybrids of Citrus paradisi, not elsewhere mentioned,)",110010,0.5,01/09/2008,,,,
06/10/2016 08:48,,,,"Oranges (Bergamots, Bitter oranges/sour oranges, Blood oranges, Cara caras, Chinottos, Trifoliate oranges, Other hybrids of Citrus sinensis, not elsewhere mentioned,)",110020,0.5,01/09/2008,,,,
06/10/2016 08:48,,,,"Lemons (Buddha's hands/Buddha's fingers, Citrons,)",110030,0.5,01/09/2008,,,,
06/10/2016 08:48,,,,"Limes (Indian sweet limes/Palestine sweet limes, Kaffir limes, Sweet limes/mosambis, Tahiti limes,)",110040,0.5,01/09/2008,,,,
06/10/2016 08:48,,,,"Mandarins (Calamondins, Clementines, Cleopatra mandarins, Minneolas, Satsumas, Tangerines/dancy mandarins, Tangors, Other hybrids of Citrus reticulata, not elsewhere mentioned,)",110050,0.5,01/09/2008,,,,
06/10/2016 08:48,,,,Others,110990,0.5,01/09/2008,,,,
06/10/2016 08:48,,,,Tree nuts,120000,0.5,01/09/2008,,,,
06/10/2016 08:48,,,,"Almonds (Apricot kernels, Bitter almonds, Canarium nuts/galip nuts, Pili nuts,)",120010,0.5,01/09/2008,,,,
06/10/2016 08:48,,,,Brazil nuts,120020,0.5,01/09/2008,,,,
06/10/2016 08:48,,,,Cashew nuts,120030,0.5,01/09/2008,,,,
06/10/2016 08:48,,,,Chestnuts,120040,0.5,01/09/2008,,,,
06/10/2016 08:48,,,,"Coconuts (Areca nuts/betel nuts,)",120050,0.5,01/09/2008,,,,
06/10/2016 08:48,,,,"Hazelnuts/cobnuts (Acorns, Filberts,)",120060,0.5,01/09/2008,,,,
06/10/2016 08:48,,,,Macadamias,120070,0.5,01/09/2008,,,,
06/10/2016 08:48,,,,"Pecans (Hickory nuts,)",120080,0.5,01/09/2008,,,,
