Creation_Date,Name,entry_force,directive,Product_name,Product_code,MRL,ApplicationDate,Footnotes_MRL,ApplicationDate2,NewMRL,Footnotes_sub
06/10/2016 08:47,,,,Peanuts/groundnuts,401020,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,Poppy seeds,401030,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,Sesame seeds,401040,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,Sunflower seeds,401050,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,"Rapeseeds/canola seeds (Radish seeds, Turnip rape seeds,)",401060,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,"Soyabeans (Moringa/drumstick tree seeds,)",401070,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,Mustard seeds,401080,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,Cotton seeds,401090,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,"Pumpkin seeds (Watermelon seeds, Other seeds of species of familia Cucurbitaceae, not elsewhere mentioned,)",401100,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,"Safflower seeds (Milk thistle seeds, Niger seeds,)",401110,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,"Borage seeds (Corn gromwell seeds, Evening primrose seeds, Honesty seeds, Honesty seeds, Perilla seeds, Purple viper's bugloss seeds,)",401120,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,Gold of pleasure seeds,401130,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,Hemp seeds,401140,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,"Castor beans (Grape seeds, Sea buckthorn/sallow thorn seeds,)",401150,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,Others,401990,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,Oil fruits,402000,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,Olives for oil production,402010,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,"Oil palms kernels (Argan nuts, Babassu palm nuts, Jojoba nuts, Shea nuts,)",402020,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,Oil palms fruits,402030,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,Kapok,402040,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,Others,402990,0.02*,25/08/2014,,,,
06/10/2016 08:47,,,,CEREALS,500000,,25/08/2014,,,,
06/10/2016 08:47,,,,Barley,500010,0.1,25/08/2014,"The European Food Safety Authority identified some information on storage stability as unavailable. When re-viewing the MRL, the Commission will take into account the information referred to in the first sentence, if it is submitted by 5 February 2016, or, if that information is not submitted by that date, the lack of it.",,0,
06/10/2016 08:47,,,,"Buckwheat and other pseudo-cereals (Amaranth/kiwicha, Amaranth/kiwicha, Amaranth/kiwicha, Kaniwa/canihua, Quinoa,)",500020,0.01*,25/08/2014,,,,
06/10/2016 08:47,,,,"Maize/corn (Indian corn/flint corn,)",500030,0.01*,25/08/2014,,,,
06/10/2016 08:47,,,,"Common millet/proso millet (Black fonio, Canary grass, Finger millet/African millet/koracan, Foxtail millet, Job's tears, Little millet, Pearl millet, Teff/tef, White fonio,)",500040,0.01*,25/08/2014,,,,
06/10/2016 08:47,,,,Oat,500050,0.1,25/08/2014,"The European Food Safety Authority identified some information on storage stability as unavailable. When re-viewing the MRL, the Commission will take into account the information referred to in the first sentence, if it is submitted by 5 February 2016, or, if that information is not submitted by that date, the lack of it.",,0,
06/10/2016 08:47,,,,"Rice (African rice, Hybrid Nerica?, Indian rice/wild rice,)",500060,0.01*,25/08/2014,,,,
06/10/2016 08:47,,,,Rye,500070,0.1,25/08/2014,"The European Food Safety Authority identified some information on storage stability as unavailable. When re-viewing the MRL, the Commission will take into account the information referred to in the first sentence, if it is submitted by 5 February 2016, or, if that information is not submitted by that date, the lack of it.",,0,
06/10/2016 08:47,,,,"Sorghum (Durra/jowari/milo, Sudan grass, Other species of genus Sorghum, not elsewhere mentioned,)",500080,0.01*,25/08/2014,,,,
06/10/2016 08:47,,,,"Wheat (Durum wheat, Einkorn wheat/small spelt/one-grain wheat, Emmer wheat, Khorasan wheat, Spelt, Triticale, Other species of genus Triticum, not elsewhere mentioned,)",500090,0.1,25/08/2014,"The European Food Safety Authority identified some information on storage stability as unavailable. When re-viewing the MRL, the Commission will take into account the information referred to in the first sentence, if it is submitted by 5 February 2016, or, if that information is not submitted by that date, the lack of it.",,0,
06/10/2016 08:47,,,,Others,500990,0.01*,25/08/2014,,,,
06/10/2016 08:47,,,,"TEAS, COFFEE, HERBAL INFUSIONS, COCOA AND CAROBS",600000,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,Teas,610000,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,Coffee beans,620000,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,Herbal infusions from,630000,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,(a) flowers,631000,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,Chamomile,631010,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,Hibiscus/roselle,631020,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,"Rose (Almond, Bee balm, Bitter orange/sour orange, Black locust, CatÅfs foot, Chrysanthemum, Cinnamon, Clary sage, Cornflower, Cowslip/primrose, Daisy, DyerÅfs broom, Elder, Field poppy, Great mullein, Hawthorn, Heather, Hollyhock, Horse-chestnut, Larkspur, Lavender, Mallow, Meadow sweet, Mullein, Orange, Peony, Red clover, Sacred lotus, Safflower, Sandy everlasting, St. John's wort, Sunflower, Sweet olive/sweet osmanthus, Sweet violet, White deadnettle, Yarrow, Ylang-ylang,)",631030,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,Jasmine,631040,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,Lime/linden,631050,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,Others,631990,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,(b) leaves and herbs,632000,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,"Strawberry (Absinth/common wormwood, Agrimony, Alfalfa/lucerne, Aloe (leaf gel), Alpine ladies mantle, Bearberry, Bilberry/European blueberry/whortleberry, Birch, Bitter orange/sour orange, Blackberry, Boldu, Buchu, Buckwheat, Catmint, Centaury, Chiretta, Clary sage, Clubmoss, Common speedwell, Common vervain/common verbena, Cornflower, Cowberry, Currant (black, red and white), Currant (black, red and white), Damiana, Downy hemp nettle, Echinacea, Echinacea, Echinacea, Elder, Eucalyptus, Eyebright, Field horsetail, Fumitory, GoatÅLs rue, Golden root, Goldenrod, Ground ivy, Gymnema, Hairy rupturewort, Hawthorn, Hazelnut/cobnut, Hearts ease, Heather, Hemp, Hemp, Herb bennet, Holy thistle, Horehound, Horse-chestnut, Ironwort/Greek mountain tea, Jiaogulan, Knotgrass, Ladies mantle, Lemon myrtle, Lemon verbena, Lime/linden, Lime/linden, Lime/linden, Mallow, Marshmallow, Meadowsweet, Mistletoe, Moldavian dragonhead, Mugwort, Mulberry (black and white), Mulberry (black ",632010,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,"Rooibos (Honeybush, Honeybush, Honeybush, Honeybush,)",632020,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,"Mate/mat? (Ginkgo, Noni,)",632030,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,Others,632990,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,(c) roots,633000,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,"Valerian (Blue flag, Calamus, Couch grass, Cowslip/primrose, Echinacea, Echinacea, Echinacea, Elecampane, Fragrant sumac, Golden root, Herb bennet, Marshmallow, Mexican valerian, Pimpernel, Rhatany, Sarsaparilla, Seneca snakeroot, Tormentil, Wild angelica,)",633010,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,"Ginseng (Siberian ginseng,)",633020,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,Others,633990,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,"(d) any other parts of the plant (Blond psyllium (seeds, husks), Chamomile (seeds), Cherries (sweet) (stems), China/Jesuit's bark (bark), China/Jesuit's bark (bark), Cocoa (husks), Condurango (bark), Dwarf mountain pine (shoots), Fir (shoots), Fleawort (seeds), Fragrant sumac (bark), Guarana (seeds), Hibiscus (seeds), Horse-chestnut (seeds, bark), Juniper (bark, wood, shoots), Lapacho (bark), Lignum vitae (bark, wood), Parsley (fruits), Purging cassia (fruits), Quassia (bark, wood), Red sandalwood (bark, wood), Soap-bark tree (bark), Sour cherry/morello cherry (stems), Sweet corn (stigmas, styles), Wild angelica (fruits), Witch hazel (bark), Other herbal infusions from any other parts of the plant,)",639000,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,"Cocoa beans (Kola nuts/Cola nuts, Kola nuts/Cola nuts,)",640000,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,"Carobs/Saint John's breads (Jengkols/Luk neangs,)",650000,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,HOPS,700000,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,SPICES,800000,,25/08/2014,,,,
06/10/2016 08:47,,,,Seed spices,810000,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,Anise/aniseed,810010,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,"Black caraway/black cumin (Nigella,)",810020,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,"Celery (Angelica, Lovage,)",810030,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,"Coriander (Culantro/false coriander,)",810040,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,Cumin,810050,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,Dill,810060,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,"Fennel (Bitter fennel, Sweet fennel,)",810070,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,Fenugreek,810080,0.05*,25/08/2014,,,,
06/10/2016 08:47,,,,"Nutmeg (Annatto, Candlenut, Wattleseeds,)",810090,0.05*,25/08/2014,,,,
