10|AP|FR|CA1|160|C|0.013|0.0|M|D||Q|M|O|999|99
13|AP|FR|CA1|160|C|0.013|0.0|M|D||Q|M|O|999|99
17|AP|FR|CA1|042|C|0.620|0.0|M|D|||M|O|999|99
21|AP|FR|CA1|171|C|0.082|0.0|M|M|||M|O|999|99
29|AP|FR|CA1|125|F|0.770|0.0|M|M|||M|O|999|99
30|AP|FR|CA1|125|F|0.30|0.0|M|M|||M|O|999|99
31|AP|FR|CA1|125|F|0.380|0.0|M|M|||M|O|999|99
32|AP|FR|CA1|125|F|0.360|0.0|M|M|||M|O|999|99
33|AP|FR|CA1|125|F|0.340|0.0|M|M|||M|O|999|99
34|AP|FR|CA1|125|F|0.310|0.0|M|M|||M|O|999|99
35|AP|FR|CA1|042|C|0.061|0.0|M|D|||M|O|999|99
36|AP|FR|CA1|042|C|0.091|0.0|M|D|||M|O|999|99
36|AP|FR|CA1|115|A|0.032|0.0|M|D|||M|O|999|99
37|AP|FR|CA1|125|F|0.540|0.0|M|M|||M|O|999|99
39|AP|FR|CA1|125|F|0.570|0.0|M|M|||M|O|999|99
40|AP|FR|CA1|125|F|0.940|0.0|M|M|||M|O|999|99
41|AP|FR|CA1|065|C|0.014|0.0|M|D|||M|O|999|99
41|AP|FR|CA1|125|F|0.150|0.0|M|M|||M|O|999|99
42|AP|FR|CA1|125|F|0.560|0.0|M|M|||M|O|999|99
43|AP|FR|CA2|042|C|0.10|0.0|M|D||||O|999|99
44|AP|FR|CA2|042|C|0.30|0.0|M|D|M|||O|999|99
49|AP|FR|CA2|042|C|0.10|0.0|M|D||||O|999|99
54|AP|FR|CA2|042|C|0.10|0.0|M|D|M|||O|999|99
56|AP|FR|CA2|042|C|0.050|0.0|M|D||||O|999|99
57|AP|FR|CA1|024|C|0.010|0.0|M|D|||M|O|999|99
57|AP|FR|CA1|065|C|0.016|0.0|M|D|||M|O|999|99
57|AP|FR|CA1|157|B|0.720|0.0|M|D|||M|O|999|99
58|AP|FR|CA1|107|C|0.071|0.0|M|M|||M|O|999|99
58|AP|FR|CA1|157|B|1.20|0.0|M|D|||M|O|999|99
59|AP|FR|CA1|042|C|0.086|0.0|M|D|||M|O|999|99
59|AP|FR|CA1|157|B|0.230|0.0|M|D|||M|O|999|99
60|AP|FR|CA1|042|C|0.025|0.0|M|D||Q|M|O|999|99
61|AP|FR|CA1|024|C|0.005|0.0|M|D||Q|M|O|999|99
61|AP|FR|CA1|157|B|0.520|0.0|M|D|||M|O|999|99
62|AP|FR|CA1|157|B|0.610|0.0|M|D|||M|O|999|99
63|AP|FR|CA1|024|C|0.005|0.0|M|D||Q|M|O|999|99
63|AP|FR|CA1|157|B|0.770|0.0|M|D|||M|O|999|99
64|AP|FR|CA1|157|B|0.820|0.0|M|D|||M|O|999|99
65|AP|FR|CA1|042|C|0.090|0.0|M|D|||M|O|999|99
65|AP|FR|CA1|065|C|0.053|0.0|M|D|||M|O|999|99
65|AP|FR|CA1|157|B|0.210|0.0|M|D|||M|O|999|99
65|AP|FR|CA1|160|C|0.051|0.0|M|D|||M|O|999|99
66|AP|FR|CA1|065|C|0.005|0.0|M|D||Q|M|O|999|99
66|AP|FR|CA1|107|C|0.240|0.0|M|M|||M|O|999|99
66|AP|FR|CA1|157|B|0.490|0.0|M|D|||M|O|999|99
67|AP|FR|CA1|011|A|0.025|0.0|M|D||Q|M|O|999|99
67|AP|FR|CA1|042|C|0.051|0.0|M|D|||M|O|999|99
68|AP|FR|CA1|024|C|0.010|0.0|M|D|||M|O|999|99
68|AP|FR|CA1|157|B|0.920|0.0|M|D|||M|O|999|99
68|AP|FR|CA1|160|C|0.013|0.0|M|D||Q|M|O|999|99
69|AP|FR|CA1|024|C|0.005|0.0|M|D||Q|M|O|999|99
69|AP|FR|CA1|157|B|0.460|0.0|M|D|||M|O|999|99
70|AP|FR|CA1|024|C|0.010|0.0|M|D|||M|O|999|99
70|AP|FR|CA1|157|B|0.050|0.0|M|D||Q|M|O|999|99
71|AP|FR|CA1|125|F|0.390|0.0|M|M|||M|O|999|99
71|AP|FR|CA1|157|B|0.180|0.0|M|D||||O|999|99
72|AP|FR|CA1|125|F|0.150|0.0|M|M|||M|O|999|99
72|AP|FR|CA1|157|B|0.110|0.0|M|D||||O|999|99
73|AP|FR|CA1|125|F|0.20|0.0|M|M|||M|O|999|99
73|AP|FR|CA1|157|B|1.0|0.0|M|D||||O|999|99
74|AP|FR|CA1|125|F|0.40|0.0|M|M|||M|O|999|99
74|AP|FR|CA1|160|C|0.013|0.0|M|M||Q|M|O|999|99
75|AP|FR|CA1|125|F|0.120|0.0|M|M|||M|O|999|99
75|AP|FR|CA1|157|B|0.050|0.0|M|D||Q||O|999|99
76|AP|FR|CA1|160|C|0.013|0.0|M|D||Q||O|999|99
78|AP|FR|CA1|125|F|0.610|0.0|M|M|||M|O|999|99
78|AP|FR|CA1|157|B|2.10|0.0|M|D|||M|O|999|99
79|AP|FR|CA1|125|F|0.650|0.0|M|M|||M|O|999|99
79|AP|FR|CA1|157|B|0.910|0.0|M|D|||M|O|999|99
79|AP|FR|CA1|160|C|0.013|0.0|M|D||Q|M|O|999|99
80|AP|FR|CA1|125|F|0.490|0.0|M|M|||M|O|999|99
80|AP|FR|CA1|157|B|0.250|0.0|M|D|||M|O|999|99
